time,"[AWD] Датчик давления (bar)","[AWD] Заданная степень сцепления муфты (%)","[AWD] Заданный крутящий момент (N⋅m)","[AWD] Индикатор неисправности ()","[AWD] Кнопка Lock ()","[AWD] Напряжение питания (V)","[AWD] Напряжение сети (V)","[AWD] Обороты двигателя (rpm)","[AWD] Относительное положение педали акселератора (%)","[AWD] Скорость автомобиля (km/h)","[AWD] Скорость заднего левого колеса (km/h)","[AWD] Скорость заднего правого колеса (km/h)","[AWD] Скорость переднего левого колеса (km/h)","[AWD] Скорость переднего правого колеса (km/h)","[AWD] Тепловыделение (℃)","[AWD] Угол поворота руля (°)","[ECM] Время впрыска Цилиндр # 1 (ms)","[ECM] Время впрыска Цилиндр # 2 (ms)","[ECM] Время впрыска Цилиндр # 3 (ms)","[ECM] Время впрыска Цилиндр # 4 (ms)","[ECM] Датчик кислорода 1 Блок 1 (V)","[ECM] Датчик кислорода 2 Блок 1 (V)","[ECM] Обороты двигателя (ХХ) (rpm)","[ECM] Скорость автомобиля (km/h)","[ECM] Температура всасываемого воздуха (℃)","[ECM] Температура масла в CVVT (℃)","[ECM] Температура охлаждающей жидкости (℃)","[TCM] Заданная передача ()","[TCM] Обороты двигателя (rpm)","[TCM] Относительное положение педали акселератора (%)","[TCM] Педаль тормоза ()","[TCM] Проскальзывание гидротрансформатора (rpm)","[TCM] Селектор D ()","[TCM] Селектор M ()","[TCM] Селектор N ()","[TCM] Селектор P ()","[TCM] Селектор R ()","[TCM] Скорость автомобиля (km/h)","[TCM] Скорость выходного вала (rpm)","[TCM] Скорость турбины гидротрансформатора (rpm)","[TCM] Текущая передача ()","[TCM] Температура АКПП (℃)","[TCM] Управление блокировкой гидротрансформатора ()","[TCM] Reverse ()","Атмосферное давление (абсолютное) (kPa)","Давление во впускном коллекторе (абсолютное) (kPa)","Датчик кислорода 2 Блок 1 Напряжение (V)","Долговременная коррекция - Блок 1 (%)","Использовано топлива (L)","Использовано топлива (Неделя) (L)","Использовано топлива (общий) (L)","Использовано топлива (Сегодня) (L)","Кратковременная коррекция - Блок 1 (%)","Мгновенный расход топлива (л/100 км) (L/100km)","Мгновенный расход топлива (л/ч) (L/h)","Моментальная мощность двигателя (от расхода топлива) (hp)","Напряжение (ELM327) (V)","Обороты двигателя (rpm)","Обороты двигателя x1000 (rpm)","Положение дроссельной заслонки (%)","Положение педали акселератора D (%)","Пройденный путь (km)","Пройденный путь (Неделя) (km)","Пройденный путь (общий) (km)","Пройденный путь (Сегодня) (km)","Расчетное значение нагрузки на двигатель (%)","Расчетный наддув (bar)","Скорость автомобиля (km/h)","Соотношение топливо/воздух ()","Средний расход топлива (л/100 км) (L/100km)","Средний расход топлива (л/100 км) (Неделя) (L/100km)","Средний расход топлива (л/100 км) (общий) (L/100km)","Средний расход топлива (л/100 км) (Сегодня) (L/100km)","Средний расход топлива (л/100 км) 10 sec (L/100km)","Средняя скорость (km/h)","Стоимость топлива ($)","Стоимость топлива (Неделя) ($)","Стоимость топлива (общий) ($)","Стоимость топлива (Сегодня) ($)","Температура всасываемого воздуха (℃)","Температура катализатора Датчик 1 Блок 1 (℃)","Температура окружающего воздуха (℃)","Температура охлаждающей жидкости (℃)","Угол опережения зажигания (°)","Ускорение (g)","Экономайзер топлива (на основе состояния топливной системы и положения дроссельной заслонки) ()",
09:24:14.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.425,,,,,,,,,,,,,16.470588235294116,,,,,,,,,,,,,,,,,,,,9,,,,2.5,,,
09:24:14.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,171.8,7,,,,,
09:24:14.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:14.725,,,,,,,,,,,,,,,,,,,,,,,1220,,9,9.75,14.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:14.816,,,,,,,,,,,,,,,,,4.096,4.096,4.096,4.096,-0.2,0.42519999999999997,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:14.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1232,0,0,119.75,0,0,0,1,0,0,0,1112.25,0,11,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:24:15.122,1.75,0,0,0,0,14.3,14.3,1228,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:15.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,0,0.0078121305456486535,0.034346,0.034346,0.034346,0,,2.2859837229821087,8.943220725035136,,1222,1.2,,,,,,,42.745098039215684,-0.55,0,,,,,,,,0.00789025185110514,0.034689460000000005,0.034689460000000005,0.034689460000000005,,,,,,,,
09:24:15.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.425,,,,,,,,,,,,,16.470588235294116,,,,,,,,,,,,,,,,,,,,9,,,,3,,,
09:24:15.410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,177,7,,,,,
09:24:15.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:15.609,,,,,,,,,,,,,,,,,,,,,,,1220,,9,9.75,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:15.700,,,,,,,,,,,,,,,,,4.096,4.096,4.096,4.096,-0.2,0.43041,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:15.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1224,0,0,122.5,0,0,0,1,0,0,0,1101.5,0,11,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:24:15.992,1.75,0,0,0,0,14.200000000000001,14.3,1225,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:16.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,
09:24:16.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,0,0.008403853202919332,0.034938,0.034938,0.034938,0,,2.274759580316075,8.899309657645437,,1216,1.2,,,,,,,42.745098039215684,-0.55,0,,,,,,,,0.008487891734948525,0.03528738,0.03528738,0.03528738,,,,,,,,
09:24:16.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.425,,,,,,,,,,,,,16.470588235294116,,,,,,,,,,,,,,,,,,,,9,,,,2,,,
09:24:16.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,14.63156736,,,,,,,,,,,,183.4,7,,,,,
09:24:16.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:16.521,,,,,,,,,,,,,,,,,,,,,,,1210,,9,9.75,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:16.610,,,,,,,,,,,,,,,,,4.096,4.096,4.096,4.096,-0.2,0.43041,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:16.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1224,0,0,120.5,0,0,0,1,0,0,0,1103.5,0,11,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:24:16.921,1.75,0,0,0,0,14.200000000000001,14.3,1218,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:17.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,0,0.00893465966379196,0.035469,0.035469,0.035469,0,,2.2306580530907865,8.726775755360084,,1223,1.2,,,,,,,41.96078431372549,-0.56,0,,,,,,,,0.00902400626042988,0.03582369,0.03582369,0.03582369,,,,,,,,
09:24:17.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.42,,,,,,,,,,,,,16.470588235294116,,,,,,,,,,,,,,,,,,,,9,,,,2.5,,,
09:24:17.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,14.63156736,,,,,,,,,,,,188.5,7,,,,,
09:24:17.270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:17.396,,,,,,,,,,,,,,,,,,,,,,,1210,,9,9.75,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:17.485,,,,,,,,,,,,,,,,,4.096,4.096,4.096,4.096,-0.2,0.43041,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:17.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1227,0,0,115.75,0,0,0,1,0,0,0,1111.25,0,11,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:24:17.776,1.75,0,0,0,0,14.3,14.4,1222,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:17.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,
09:24:17.930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,0,0.009498443123665382,0.036033,0.036033,0.036033,0,,2.2728888898717368,8.891991146413822,,1215,1.2,,,,,,,41.96078431372549,-0.55,0,,,,,,,,0.009593427554902036,0.03639333,0.03639333,0.03639333,,,,,,,,
09:24:18.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.425,,,,,,,,,,,,,16.470588235294116,,,,,,,,,,,,,,,,,,,,9,,,,1,,,
09:24:18.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,194.6,7,,,,,
09:24:18.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:18.263,,,,,,,,,,,,,,,,,,,,,,,1200,,9,9.75,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:18.357,,,,,,,,,,,,,,,,,4.096,4.096,4.096,4.096,-0.2,0.42519999999999997,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:18.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1209,0,0,117,0,0,0,1,0,0,0,1092,0,11,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:24:18.662,1.75,0,0,0,0,14.3,14.3,1222,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:18.780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,0,0.010033487431828506,0.036568,0.036568,0.036568,0,,2.269147508983059,8.877354123950589,,1213,1.2,,,,,,,41.96078431372549,-0.55,0,,,,,,,,0.010133822306146791,0.03693368,0.03693368,0.03693368,,,,,,,,
09:24:18.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.425,,,,,,,,,,,,,16.470588235294116,,,,,,,,,,,,,,,,,,,,9,,,,2,,,
09:24:18.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,199.5,7,,,,,
09:24:18.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:19.117,,,,,,,,,,,,,,,,,,,,,,,1200,,9,9.75,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:19.207,,,,,,,,,,,,,,,,,4.096,4.096,4.096,4.096,-0.2,0.42519999999999997,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:19.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1213,0,0,116.25,0,0,0,1,0,0,0,1096.75,0,11,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:24:19.529,1.75,0,0,0,0,14.3,14.3,1213,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:19.640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,
09:24:19.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,0,0.010596059335060434,0.037131,0.037131,0.037131,0,,2.2215384371746345,8.691098013105956,,1218,1.2,,,,,,,41.568627450980394,-0.56,0,,,,,,,,0.01070201992841104,0.03750231,0.03750231,0.03750231,,,,,,,,
09:24:19.780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.425,,,,,,,,,,,,,16.470588235294116,,,,,,,,,,,,,,,,,,,,9,,,,2,,,
09:24:19.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,14.63156736,,,,,,,,,,,,205.5,7,,,,,
09:24:19.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:20.003,,,,,,,,,,,,,,,,,,,,,,,1200,,9,9.75,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:20.091,,,,,,,,,,,,,,,,,4.096,4.096,4.096,4.096,-0.2,0.43041,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:20.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1222,0,0,115.25,0,0,0,1,0,0,0,1106.75,0,11,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:24:20.364,1.75,0,0,0,0,14.3,14.4,1224,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:20.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,0,0.011074071448965293,0.037609,0.037609,0.037609,0,,2.24707336173986,8.790995691417516,,1232,1.2,,,,,,,41.568627450980394,-0.56,0,,,,,,,,0.011184812163454946,0.03798509,0.03798509,0.03798509,,,,,,,,
09:24:20.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.42,,,,,,,,,,,,,16.07843137254902,,,,,,,,,,,,,,,,,,,,9,,,,2,,,
09:24:20.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,209.1,7,,,,,
09:24:20.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:20.753,,,,,,,,,,,,,,,,,,,,,,,1200,,9,9.75,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:20.844,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.43041,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:20.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1215,0,0,122.25,0,0,0,1,0,0,0,1092.75,0,11,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:24:21.136,1.75,0,0,0,0,14.3,14.3,1214,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:21.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,
09:24:21.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,0,0.011593690452366334,0.038129,0.038129,0.038129,0,,2.254181985428348,8.81880603409766,,1205,1.2,,,,,,,41.96078431372549,-0.55,0,,,,,,,,0.011709627356889997,0.03851029,0.03851029,0.03851029,,,,,,,,
09:24:21.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.425,,,,,,,,,,,,,16.470588235294116,,,,,,,,,,,,,,,,,,,,9,,,,1.5,,,
09:24:21.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,215,7,,,,,
09:24:21.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:21.592,,,,,,,,,,,,,,,,,,,,,,,1200,,9,9.75,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:21.698,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.43041,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:21.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1212,0,0,119.5,0,0,0,1,0,0,0,1092.5,0,11,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:24:21.998,1.75,0,0,0,0,14.3,14.4,1216,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:22.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,0,0.012089565180866528,0.038625,0.038625,0.038625,0,,2.208770974892021,8.641149173950168,,1211,1.2,,,,,,,40.78431372549019,-0.56,0,,,,,,,,0.012210460832675194,0.03901125,0.03901125,0.03901125,,,,,,,,
09:24:22.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.42,,,,,,,,,,,,,16.470588235294116,,,,,,,,,,,,,,,,,,,,9,,,,2.5,,,
09:24:22.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,14.63156736,,,,,,,,,,,,219.8,7,,,,,
09:24:22.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:22.450,,,,,,,,,,,,,,,,,,,,,,,1200,,9,9.75,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:22.540,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.43041,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:22.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1215,0,0,115,0,0,0,1,0,0,0,1100,0,11,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:24:22.846,1.75,0,0,0,0,14.4,14.3,1219,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:22.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,
09:24:23.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,0,0.012655487727501987,0.039191,0.039191,0.039191,0,,2.2160666676249434,8.669691367753478,,1215,1.2,,,,,,,41.1764705882353,-0.56,0,,,,,,,,0.012782042604777007,0.03958291,0.03958291,0.03958291,,,,,,,,
09:24:23.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.425,,,,,,,,,,,,,16.470588235294116,,,,,,,,,,,,,,,,,,,,9,,,,2,,,
09:24:23.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,224.5,7,,,,,
09:24:23.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:23.380,,,,,,,,,,,,,,,,,,,,,,,1200,,9,9.75,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:23.470,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.42519999999999997,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:23.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1215,0,0,122.5,0,0,0,1,0,0,0,1092.5,0,11,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:24:23.778,1.75,0,0,0,0,14.4,14.4,1207,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:23.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,0,0.013192574747882456,0.039728,0.039728,0.039728,0,,2.208770974892021,8.641149173950168,,1211,1.2,,,,,,,41.568627450980394,-0.56,0,,,,,,,,0.013324500495361281,0.04012528,0.04012528,0.04012528,,,,,,,,
09:24:23.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.425,,,,,,,,,,,,,16.470588235294116,,,,,,,,,,,,,,,,,,,,9,,,,2,,,
09:24:24.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,14.63156736,,,,,,,,,,,,230.39999999999998,7,,,,,
09:24:24.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:24.251,,,,,,,,,,,,,,,,,,,,,,,1190,,9,9.75,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:24.332,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.42519999999999997,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:24.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1213,0,0,121.75,0,0,0,1,0,0,0,1091.25,0,11,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,
09:24:24.618,1.75,0,0,0,0,14.4,14.4,1215,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:24:24.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,
09:24:24.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,0,0.013741154565464292,0.040277,0.040277,0.040277,0,,2.210594898075252,8.648284722400998,,1212,1.2,,,,,,,41.1764705882353,-0.56,0,,,,,,,,0.013878566111118935,0.040679770000000004,0.040679770000000004,0.040679770000000004,,,,,,,,
09:24:24.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0.42,,,,,,,,,,,,,16.07843137254902,,,,,,,,,,,,,,,,,,,,9,,,,1.5,,,
09:24:24.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,14.63156736,,,,,,,,,,,,235.10000000000002,7,,,,,
