time,"[AWD] Датчик давления (bar)","[AWD] Заданная степень сцепления муфты (%)","[AWD] Заданный крутящий момент (N⋅m)","[AWD] Индикатор неисправности ()","[AWD] Кнопка Lock ()","[AWD] Напряжение питания (V)","[AWD] Напряжение сети (V)","[AWD] Обороты двигателя (rpm)","[AWD] Относительное положение педали акселератора (%)","[AWD] Скорость автомобиля (km/h)","[AWD] Скорость заднего левого колеса (km/h)","[AWD] Скорость заднего правого колеса (km/h)","[AWD] Скорость переднего левого колеса (km/h)","[AWD] Скорость переднего правого колеса (km/h)","[AWD] Тепловыделение (℃)","[AWD] Угол поворота руля (°)","[ECM] Обороты двигателя (ХХ) (rpm)","[ECM] Температура всасываемого воздуха (℃)","[ECM] Температура масла в CVVT (℃)","[ECM] Температура охлаждающей жидкости (℃)","[TCM] Заданная передача ()","[TCM] Обороты двигателя (rpm)","[TCM] Относительное положение педали акселератора (%)","[TCM] Педаль тормоза ()","[TCM] Проскальзывание гидротрансформатора (rpm)","[TCM] Селектор D ()","[TCM] Селектор M ()","[TCM] Селектор N ()","[TCM] Селектор P ()","[TCM] Селектор R ()","[TCM] Скорость автомобиля (km/h)","[TCM] Скорость выходного вала (rpm)","[TCM] Скорость турбины гидротрансформатора (rpm)","[TCM] Текущая передача ()","[TCM] Температура АКПП (℃)","[TCM] Управление блокировкой гидротрансформатора ()","[TCM] Reverse ()","Атмосферное давление (абсолютное) (kPa)","Высота (GPS) (m)","Давление во впускном коллекторе (абсолютное) (kPa)","Датчик кислорода 1 (широкополосный) Коррекция соотношения топливовоздушной смеси ()","Датчик кислорода 1 (широкополосный) Ток (мА) (mA)","Датчик кислорода 2 Блок 1 Напряжение (V)","Долговременная коррекция - Блок 1 (%)","Использовано топлива (L)","Использовано топлива (Неделя) (L)","Использовано топлива (общий) (L)","Использовано топлива (Сегодня) (L)","Кратковременная коррекция - Блок 1 (%)","Мгновенный расход топлива (л/100 км) (L/100km)","Мгновенный расход топлива (л/ч) (L/h)","Моментальная мощность двигателя (от расхода топлива) (hp)","Напряжение (ELM327) (V)","Обороты двигателя (rpm)","Обороты двигателя x1000 (rpm)","Положение дроссельной заслонки (%)","Положение педали акселератора D (%)","Пройденный путь (km)","Пройденный путь (Неделя) (km)","Пройденный путь (общий) (km)","Пройденный путь (Сегодня) (km)","Расчетное значение нагрузки на двигатель (%)","Расчетный наддув (bar)","Скорость (GPS) (km/h)","Скорость автомобиля (km/h)","Соотношение топливо/воздух ()","Средний расход топлива (л/100 км) (L/100km)","Средний расход топлива (л/100 км) (Неделя) (L/100km)","Средний расход топлива (л/100 км) (общий) (L/100km)","Средний расход топлива (л/100 км) (Сегодня) (L/100km)","Средний расход топлива (л/100 км) 10 sec (L/100km)","Средняя скорость (km/h)","Средняя скорость (GPS) (km/h)","Стоимость топлива ($)","Стоимость топлива (Неделя) ($)","Стоимость топлива (общий) ($)","Стоимость топлива (Сегодня) ($)","Температура всасываемого воздуха (℃)","Температура катализатора Датчик 1 Блок 1 (℃)","Температура окружающего воздуха (℃)","Температура охлаждающей жидкости (℃)","Угол опережения зажигания (°)","Ускорение (g)",Latitude,Longtitude,
21:36:45.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.65101557970047,,,,,,,,,,,,,,,,,,,,51.10408758722857,71.43428009367805,
21:36:46.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.1403737313989,,,,,,,,,,,,,,,,,,,,,,,,,0.6725136995315552,,,,,,,,,0.6725136995315552,,,,,,,,,,,51.10408683842188,71.43428074437024,
21:36:48.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0708448284801,,,,,,,,,,,,,,,,,,,,,,,,,0.18417923301458358,,,,,,,,,0.319706117526191,,,,,,,,,,,51.10398709204041,71.43435736937786,
21:36:49.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.79040195765157,,,,,,,,,,,,,,,,,,,,,,,,,0.0631777435541153,,,,,,,,,0.2470731873035686,,,,,,,,,,,51.10397773721012,71.43436486893528,
21:36:50.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.10397773721012,71.43436486893528,
21:36:50.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.68627450980392,,,,,,,,,,,,,,,,,,,,,,51.10397773721012,71.43436486893528,
21:36:50.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,51.10397773721012,71.43436486893528,
21:36:50.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.10397773721012,71.43436486893528,
21:36:50.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.8399645669215,,,,,,,,,,,,,,,,,,,,,,,,,0.5129055261611939,,,,,,,,,0.2974410899895728,,,,,,,,,,,51.103971516087114,71.43436478981353,
21:36:50.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.103971516087114,71.43436478981353,
21:36:50.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,-0.68325,,,,,,,,,,,,,,,,,,,,,51.103971516087114,71.43436478981353,
21:36:50.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.281420945465939,5.013172334418584,,875,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.103971516087114,71.43436478981353,
21:36:50.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,51.103971516087114,71.43436478981353,
21:36:50.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,51.103971516087114,71.43436478981353,
21:36:50.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,51.103971516087114,71.43436478981353,
21:36:51.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.117647058823529,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.103971516087114,71.43436478981353,
21:36:51.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.103971516087114,71.43436478981353,
21:36:51.310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.103971516087114,71.43436478981353,
21:36:51.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.497397249999999,-0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.103971516087114,71.43436478981353,
21:36:51.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,,,,,51.103971516087114,71.43436478981353,
21:36:51.550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.63156736,,,,,,,,,,,,,,,,,,51.103971516087114,71.43436478981353,
21:36:51.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.84294071723315,,,,,,,,,,,,,,,,,,,,,,,,,0.5129055261611939,,,,,,,,,0.33461294103172146,,,,,,,,,,,51.103968456185505,71.43436730352829,
21:36:51.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,51.103968456185505,71.43436730352829,
21:36:51.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,,,,,,,,51.103968456185505,71.43436730352829,
21:36:51.842,,,,,,,,,,,,,,,,,870,40.5,47.25,56.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.103968456185505,71.43436730352829,
21:36:51.988,,,,,,,,,,,,,,,,,,,,,0,876,0,0,42.25,0,0,0,1,0,0,0,833.75,0,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.103968456185505,71.43436730352829,
21:36:52.192,1.75,0,0,0,0,14.100000000000001,14.100000000000001,873,0,0,0,0,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.103968456185505,71.43436730352829,
21:36:52.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.103968456185505,71.43436730352829,
21:36:52.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.07843137254902,,,,,,,,,,,,,,,,,,,,,,51.103968456185505,71.43436730352829,
