time,"[AWD] Датчик давления (bar)","[AWD] Заданная степень сцепления муфты (%)","[AWD] Заданный крутящий момент (N⋅m)","[AWD] Индикатор неисправности ()","[AWD] Кнопка Lock ()","[AWD] Напряжение питания (V)","[AWD] Напряжение сети (V)","[AWD] Обороты двигателя (rpm)","[AWD] Относительное положение педали акселератора (%)","[AWD] Скорость автомобиля (km/h)","[AWD] Скорость заднего левого колеса (km/h)","[AWD] Скорость заднего правого колеса (km/h)","[AWD] Скорость переднего левого колеса (km/h)","[AWD] Скорость переднего правого колеса (km/h)","[AWD] Тепловыделение (℃)","[AWD] Угол поворота руля (°)","[ECM] Время впрыска Цилиндр # 1 (ms)","[ECM] Время впрыска Цилиндр # 2 (ms)","[ECM] Время впрыска Цилиндр # 3 (ms)","[ECM] Время впрыска Цилиндр # 4 (ms)","[ECM] Датчик кислорода 1 Блок 1 (V)","[ECM] Датчик кислорода 2 Блок 1 (V)","[ECM] Обороты двигателя (ХХ) (rpm)","[ECM] Скорость автомобиля (km/h)","[ECM] Температура всасываемого воздуха (℃)","[ECM] Температура масла в CVVT (℃)","[ECM] Температура охлаждающей жидкости (℃)","[TCM] Заданная передача ()","[TCM] Обороты двигателя (rpm)","[TCM] Относительное положение педали акселератора (%)","[TCM] Педаль тормоза ()","[TCM] Проскальзывание гидротрансформатора (rpm)","[TCM] Селектор D ()","[TCM] Селектор M ()","[TCM] Селектор N ()","[TCM] Селектор P ()","[TCM] Селектор R ()","[TCM] Скорость автомобиля (km/h)","[TCM] Скорость выходного вала (rpm)","[TCM] Скорость турбины гидротрансформатора (rpm)","[TCM] Текущая передача ()","[TCM] Температура АКПП (℃)","[TCM] Управление блокировкой гидротрансформатора ()","[TCM] Reverse ()","Атмосферное давление (абсолютное) (kPa)","Давление во впускном коллекторе (абсолютное) (kPa)","Датчик кислорода 2 Блок 1 Напряжение (V)","Долговременная коррекция - Блок 1 (%)","Использовано топлива (L)","Использовано топлива (Неделя) (L)","Использовано топлива (общий) (L)","Использовано топлива (Сегодня) (L)","Кратковременная коррекция - Блок 1 (%)","Мгновенный расход топлива (л/100 км) (L/100km)","Мгновенный расход топлива (л/ч) (L/h)","Моментальная мощность двигателя (от расхода топлива) (hp)","Напряжение (ELM327) (V)","Обороты двигателя (rpm)","Обороты двигателя x1000 (rpm)","Положение дроссельной заслонки (%)","Положение педали акселератора D (%)","Пройденный путь (km)","Пройденный путь (Неделя) (km)","Пройденный путь (общий) (km)","Пройденный путь (Сегодня) (km)","Расчетное значение нагрузки на двигатель (%)","Расчетный наддув (bar)","Скорость автомобиля (km/h)","Соотношение топливо/воздух ()","Средний расход топлива (л/100 км) (L/100km)","Средний расход топлива (л/100 км) (Неделя) (L/100km)","Средний расход топлива (л/100 км) (общий) (L/100km)","Средний расход топлива (л/100 км) (Сегодня) (L/100km)","Средний расход топлива (л/100 км) 10 sec (L/100km)","Средняя скорость (km/h)","Стоимость топлива ($)","Стоимость топлива (Неделя) ($)","Стоимость топлива (общий) ($)","Стоимость топлива (Сегодня) ($)","Температура всасываемого воздуха (℃)","Температура катализатора Датчик 1 Блок 1 (℃)","Температура окружающего воздуха (℃)","Температура охлаждающей жидкости (℃)","Угол опережения зажигания (°)","Ускорение (g)",
13:09:46.021,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.57108,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:46.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,863,0,0,33.75,0,0,0,1,0,0,0,829.25,0,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:46.314,1.75,0,0,0,0,14.3,14.3,867,0,0,0,0,0,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:46.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,
13:09:46.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,-1.5625,0.001458515582108861,16.749193,16.749193,3.111484,3.90625,,1.3040092348906789,5.101542192915606,,861,0.9,,,0,209.28770500000002,209.28770500000002,42.436224,43.529411764705884,-0.54,0,,,8.002951248378398,8.002951248378398,7.3321415213568475,,0,0.0014731007379299495,16.916684930000002,16.916684930000002,3.1425988400000002,,,,,,0,
13:09:46.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,0.585,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,47,,,,-4,,
13:09:46.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,213.4,27,,,,
13:09:46.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:46.892,,,,,,,,,,,,,,,,,,,,,,,850,,47.25,57,59.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:46.982,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.5867100000000001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:47.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,846,0,0,30,0,0,0,1,0,0,0,816,0,58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:47.274,1.75,0,0,0,0,14.200000000000001,14.200000000000001,850,0,0,0,0,0,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:47.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,-1.5625,0.0017787334394806457,16.749513000000004,16.749513000000004,3.111804,3.90625,,1.2964365912501987,5.071916512352798,,856,0.9,,,0,209.28770500000002,209.28770500000002,42.436224,43.529411764705884,-0.54,0,,,8.003104147947917,8.003104147947917,7.332895594103753,,0,0.0017965207738754522,16.91700813,16.91700813,3.14292204,,,,,,0,
13:09:47.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,0.585,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,47,,,,-2.5,,
13:09:47.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,216.89999999999998,27,,,,
13:09:47.609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:47.746,,,,,,,,,,,,,,,,,,,,,,,850,,47.25,57,59.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:47.815,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.5815000000000001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:47.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,853,0,0,39.25,0,0,0,1,0,0,0,813.75,0,58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:48.114,1.75,0,0,0,0,14.200000000000001,14.200000000000001,853,0,0,0,0,0,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:48.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,
13:09:48.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,-1.5625,0.002104945226626301,16.749839,16.749839,3.11213,3.90625,,1.2934075337940065,5.060066240127675,,854,0.9,,,0,209.28770500000002,209.28770500000002,42.436224,43.13725490196079,-0.54,0,,,8.003259914384364,8.003259914384364,7.333663805714665,,0,0.002125994678892564,16.91733739,16.91733739,3.1432513,,,,,,0,
13:09:48.370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,0.5700000000000001,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,47,,,,-3.5,,
13:09:48.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,14.63156736,,,,,,,,,,,,221.2,27,,,,
13:09:48.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:48.625,,,,,,,,,,,,,,,,,,,,,,,850,,47.25,57,59.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:48.707,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.5606599999999999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:48.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,850,0,0,34.75,0,0,0,1,0,0,0,815.25,0,58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:49.014,1.75,0,0,0,0,14.3,14.3,850,0,0,0,0,0,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:49.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,-1.5625,0.0024043965415582458,16.750138000000003,16.750138000000003,3.112429,3.90625,,1.2843203614254306,5.024515423452305,,848,0.8,,,0,209.28770500000002,209.28770500000002,42.436224,43.13725490196079,-0.54,0,,,8.003402779919634,8.003402779919634,7.334368392437555,,0,0.0024284405069738284,16.91763938,16.91763938,3.1435532900000003,,,,,,0,
13:09:49.210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,0.55,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,47,,,,-2.5,,
13:09:49.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,224.7,27,,,,
13:09:49.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:49.486,,,,,,,,,,,,,,,,,,,,,,,850,,47.25,57,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:49.577,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.53982,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:49.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,855,0,0,39,0,0,0,1,0,0,0,816,0,58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:49.883,1.75,0,0,0,0,14.3,14.200000000000001,850,0,0,0,0,0,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:49.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,
13:09:50.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,-1.5625,0.002735627051200028,16.750469000000002,16.750469000000002,3.1127599999999997,3.90625,,1.2797767752411424,5.0067400151146195,,845,0.8,,,0,209.28770500000002,209.28770500000002,42.436224,43.13725490196079,-0.54,0,,,8.003560935411853,8.003560935411853,7.335148386435135,,0,0.0027629833217120287,16.91797369,16.91797369,3.1438876000000002,,,,,,0,
13:09:50.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,0.54,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,47,,,,-3.5,,
13:09:50.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,228.2,27,,,,
13:09:50.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:50.413,,,,,,,,,,,,,,,,,,,,,,,850,,47.25,57,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:50.514,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.53461,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:50.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,850,0,0,32.75,0,0,0,1,0,0,0,817.25,0,58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:50.819,1.75,0,0,0,0,14.3,14.3,849,0,0,0,0,0,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:50.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,-1.5625,0.003044531905692371,16.750778000000004,16.750778000000004,3.113069,3.90625,,1.2782622465130462,5.000814879002058,,844,0.8,,,0,209.28770500000002,209.28770500000002,42.436224,43.529411764705884,-0.54,0,,,8.00370857905867,8.00370857905867,7.335876537931367,,0,0.0030749772247492947,16.91828578,16.91828578,3.14419969,,,,,,0,
13:09:51.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,0.55,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,47,,,,-2.5,,
13:09:51.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,14.63156736,,,,,,,,,,,,232.60000000000002,27,,,,
13:09:51.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:51.285,,,,,,,,,,,,,,,,,,,,,,,850,,47.25,57,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:51.375,,,,,,,,,,,,,,,,,3.2768,3.2768,3.2768,3.2768,-0.2,0.53982,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:51.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,849,0,0,32.5,0,0,0,1,0,0,0,816.5,0,58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:51.682,1.75,0,0,0,0,14.200000000000001,14.100000000000001,849,0,0,0,0,0,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:09:51.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,
