time,"[AWD] Датчик давления (bar)","[AWD] Заданная степень сцепления муфты (%)","[AWD] Заданный крутящий момент (N⋅m)","[AWD] Индикатор неисправности ()","[AWD] Кнопка Lock ()","[AWD] Напряжение питания (V)","[AWD] Напряжение сети (V)","[AWD] Обороты двигателя (rpm)","[AWD] Относительное положение педали акселератора (%)","[AWD] Скорость автомобиля (km/h)","[AWD] Скорость заднего левого колеса (km/h)","[AWD] Скорость заднего правого колеса (km/h)","[AWD] Скорость переднего левого колеса (km/h)","[AWD] Скорость переднего правого колеса (km/h)","[AWD] Тепловыделение (℃)","[AWD] Угол поворота руля (°)","[ECM] Время впрыска Цилиндр # 1 (ms)","[ECM] Время впрыска Цилиндр # 2 (ms)","[ECM] Время впрыска Цилиндр # 3 (ms)","[ECM] Время впрыска Цилиндр # 4 (ms)","[ECM] Датчик кислорода 1 Блок 1 (V)","[ECM] Датчик кислорода 2 Блок 1 (V)","[ECM] Обороты двигателя (ХХ) (rpm)","[ECM] Скорость автомобиля (km/h)","[ECM] Температура всасываемого воздуха (℃)","[ECM] Температура масла в CVVT (℃)","[ECM] Температура охлаждающей жидкости (℃)","[TCM] Заданная передача ()","[TCM] Обороты двигателя (rpm)","[TCM] Относительное положение педали акселератора (%)","[TCM] Педаль тормоза ()","[TCM] Проскальзывание гидротрансформатора (rpm)","[TCM] Селектор D ()","[TCM] Селектор M ()","[TCM] Селектор N ()","[TCM] Селектор P ()","[TCM] Селектор R ()","[TCM] Скорость автомобиля (km/h)","[TCM] Скорость выходного вала (rpm)","[TCM] Скорость турбины гидротрансформатора (rpm)","[TCM] Текущая передача ()","[TCM] Температура АКПП (℃)","[TCM] Управление блокировкой гидротрансформатора ()","[TCM] Reverse ()","Атмосферное давление (абсолютное) (kPa)","Давление во впускном коллекторе (абсолютное) (kPa)","Датчик кислорода 2 Блок 1 Напряжение (V)","Долговременная коррекция - Блок 1 (%)","Использовано топлива (L)","Использовано топлива (Неделя) (L)","Использовано топлива (общий) (L)","Использовано топлива (Сегодня) (L)","Кратковременная коррекция - Блок 1 (%)","Мгновенный расход топлива (л/100 км) (L/100km)","Мгновенный расход топлива (л/ч) (L/h)","Моментальная мощность двигателя (от расхода топлива) (hp)","Напряжение (ELM327) (V)","Обороты двигателя (rpm)","Обороты двигателя x1000 (rpm)","Положение дроссельной заслонки (%)","Положение педали акселератора D (%)","Пройденный путь (km)","Пройденный путь (Неделя) (km)","Пройденный путь (общий) (km)","Пройденный путь (Сегодня) (km)","Расчетное значение нагрузки на двигатель (%)","Расчетный наддув (bar)","Скорость автомобиля (km/h)","Соотношение топливо/воздух ()","Средний расход топлива (л/100 км) (L/100km)","Средний расход топлива (л/100 км) (Неделя) (L/100km)","Средний расход топлива (л/100 км) (общий) (L/100km)","Средний расход топлива (л/100 км) (Сегодня) (L/100km)","Средний расход топлива (л/100 км) 10 sec (L/100km)","Средняя скорость (km/h)","Стоимость топлива ($)","Стоимость топлива (Неделя) ($)","Стоимость топлива (общий) ($)","Стоимость топлива (Сегодня) ($)","Температура всасываемого воздуха (℃)","Температура катализатора Датчик 1 Блок 1 (℃)","Температура окружающего воздуха (℃)","Температура охлаждающей жидкости (℃)","Угол опережения зажигания (°)","Ускорение (g)",
13:10:42.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:42.513,,,,,,,,,,,,,,,,,,,,,,,770,,47.25,57.75,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:42.602,,,,,,,,,,,,,,,,,4.096,4.096,4.096,4.096,-0.2,0.74301,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:42.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,786,0,1,786,0,0,0,0,1,0,0,0,-1,60,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:42.909,3,11,100,0,0,12.100000000000001,12.3,784,0,0,0,0,0,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:43.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,-2.34375,0.02507821672542398,16.772810000000003,16.772810000000003,3.135101,4.6875,,1.4675404743068474,5.741308764669453,,791,0.8,,,0.0009811503611111111,209.288686,209.288686,42.437205000000006,52.549019607843135,-0.45,0,,2556.0013754695015,8.014198149249216,8.014198149249216,7.387623666544486,4227.577334784841,0.0583711514484986,0.02532899889267822,16.9405381,16.9405381,3.16645201,,,,,,,
13:10:43.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,0.75,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,47,,,,-3.5,,
13:10:43.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,454,27,,,,
13:10:43.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:43.367,,,,,,,,,,,,,,,,,,,,,,,770,,47.25,57.75,69.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:43.457,,,,,,,,,,,,,,,,,4.096,4.096,4.096,4.096,-0.2,0.7482200000000001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:43.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,782,0,1,782,0,0,0,0,1,0,0,0,-1,60,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:43.765,3,12,100,0,0,12.200000000000001,12.4,787,0,0,0,0,0,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:43.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,
13:10:43.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,-2.34375,0.025437716975569697,16.773170000000004,16.773170000000004,3.135461,4.6875,,1.4212337584453112,5.56014772802788,,782,0.8,,,0.0009811503611111111,209.288686,209.288686,42.437205000000006,52.15686274509804,-0.46,0,,2592.642064235961,8.014370160458652,8.014370160458652,7.388471978774284,4089.864004220661,0.05750082939430559,0.025692094145325393,16.9409017,16.9409017,3.16681561,,,,,,0,
13:10:44.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,0.76,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,47,,,,-2.5,,
13:10:44.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,456,27,,,,
13:10:44.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:44.297,,,,,,,,,,,,,,,,,,,,,,,760,,47.25,57.75,69.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:44.388,,,,,,,,,,,,,,,,,4.096,4.096,4.096,4.096,-0.2,0.75343,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:44.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,773,0,1,773,0,0,0,0,1,0,0,0,-1,60,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:44.703,2.75,11,90,0,0,12.200000000000001,12.3,764,0,0,0,0,0,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:44.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,-2.34375,0.025778610303756673,16.773511000000003,16.773511000000003,3.135802,4.6875,,1.4048768481818743,5.496156258012215,,773,0.8,,,0.0009811503611111111,209.288686,209.288686,42.437205000000006,52.15686274509804,-0.46,0,,2627.386313608802,8.014533093298699,8.014533093298699,7.389275518969733,3949.567418971216,0.05669926842634207,0.02603639640679424,16.94124611,16.94124611,3.16716002,,,,,,-0.01573587787025099,
13:10:44.890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,0.765,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,47,,,,-4,,
13:10:44.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,457.7,27,,,,
13:10:45.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:45.152,,,,,,,,,,,,,,,,,,,,,,,760,,47.25,57.75,69.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:45.242,,,,,,,,,,,,,,,,,4.096,4.096,4.096,4.096,-0.2,0.75343,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:45.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,773,0,1,773,0,0,0,0,1,0,0,0,-1,60,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:45.535,3,11,100,0,0,12.100000000000001,12.3,777,0,0,0,0,0,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:45.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,
13:10:45.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,-2.34375,0.02612994303947378,16.773862,16.773862,3.1361529999999997,4.6875,,1.4157814550241656,5.538817238022658,,779,0.8,,,0.0009811503611111111,209.288686,209.288686,42.437205000000006,52.15686274509804,-0.46,0,,2663.194559688357,8.014700804227898,8.014700804227898,7.390102623393787,3806.1680277576174,0.05589717008364568,0.026391242469868518,16.941600620000003,16.941600620000003,3.16751453,,,,,,0,
13:10:45.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,0.77,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,47,,,,-3.5,,
13:10:45.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,459.6,27,,,,
13:10:45.930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:46.066,,,,,,,,,,,,,,,,,,,,,,,760,,47.25,57.75,69.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:46.167,,,,,,,,,,,,,,,,,4.096,4.096,4.096,4.096,-0.2,0.7482200000000001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:46.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,769,0,0,769,0,0,0,0,1,0,0,0,-1,60,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:46.480,4,21,180,0,0,12.200000000000001,12.5,782,0,0,0,0,0,0,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:46.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,-2.34375,0.02648545526411063,16.774218,16.774218,3.1365089999999998,4.6875,,1.4341451158523297,5.6106595133874695,,773,0.8,,,0.0009811503611111111,209.288686,209.288686,42.437205000000006,52.549019607843135,-0.45,0,,2699.4287841994956,8.014870904201672,8.014870904201672,7.390941509932144,3660.0971628955162,0.05511931054867822,0.026750309816751736,16.941960180000002,16.941960180000002,3.16787409,,,,,,0,
13:10:46.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,0.745,,,,,,,,,,,,,15.294117647058824,,,,,,,,,,,,,,,,,,,,47,,,,16.5,,
13:10:46.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.11764705882353,,,,,,,,14.63156736,,,,,,,,,,,,461.1,27,,,,
13:10:46.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:46.978,,,,,,,,,,,,,,,,,,,,,,,760,,47.25,59.25,69.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:47.073,,,,,,,,,,,,,,,,,4.9152000000000005,4.9152000000000005,4.9152000000000005,4.9152000000000005,-0.2,0.75864,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:47.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1060,12.941176470588236,0,806.75,0,0,0,0,1,1,72,253.25,-1,60,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:47.379,4,20,170,0,0,12.200000000000001,12.4,1083,25.098039215686274,2,2,2,2,2,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:47.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,
13:10:47.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,0,0.02711455911559058,16.774847,16.774847,3.1371379999999998,3.125,78.20647719705859,2.3461943159117573,9.178776480372113,,1071,1.1,,,0.001785518527777778,209.28949000000003,209.28949000000003,42.438009,58.03921568627451,-0.4,3,,2763.547789442231,8.015171446009271,8.015171446009271,7.392423699911433,3513.155525668986,0.09881883173570116,0.027385704706746485,16.94259547,16.94259547,3.16850938,,,,,,0.023481035633157205,
13:10:47.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,0.755,,,,,,,,,,,,,16.07843137254902,,,,,,,,,,,,,,,,,,,,47,,,,22.5,,
13:10:47.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,465,27,,,,
13:10:47.790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:47.928,,,,,,,,,,,,,,,,,,,,,,,760,,47.25,59.25,69.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:48.018,,,,,,,,,,,,,,,,,4.096,4.096,4.096,4.096,-0.2,0.75864,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:48.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,822,0,0,321.5,0,0,0,0,1,4,143,500.5,-1,60,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:48.323,2,1,10,0,0,12.200000000000001,12.4,805,0,5,5,4,5,4,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:48.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,-2.34375,0.027466198351667342,16.775199,16.775199,3.13749,3.90625,35.85362789630825,1.4341451158523297,5.6106595133874695,,773,0.8,,,0.002765893305555556,209.29047000000003,209.29047000000003,42.438989,53.333333333333336,-0.45,4,,1538.2757403168057,8.015308843267762,8.015308843267762,7.393113093500688,3257.966113745341,0.15102864873231073,0.027740860335184015,16.94295099,16.94295099,3.1688649,,,,,,0.031229223164888405,
13:10:48.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,0.74,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,47,,,,-10,,
13:10:48.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,14.63156736,,,,,,,,,,,,467,27,,,,
13:10:48.660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:48.798,,,,,,,,,,,,,,,,,,,,,,,760,,47.25,59.25,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:48.888,,,,,,,,,,,,,,,,,4.096,4.096,4.096,4.096,-0.2,0.7378,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:49.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,744,0,1,271.25,0,0,0,0,1,4,136.5,472.75,-1,60,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:49.193,1.75,1,0,0,0,12.200000000000001,12.4,744,0,3,4,3,4,3,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:49.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,
13:10:49.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,-2.34375,0.02780927400646353,16.775542,16.775542,3.137833,3.90625,44.42996234597035,1.3328988703791105,5.21456416426272,,749,0.7,,,0.003538438055555556,209.291243,209.291243,42.439762,50.588235294117645,-0.47000000000000003,3,,1005.4355296571273,8.015435198745552,8.015435198745552,7.393750590995464,2952.06570400306,0.19053347589426417,0.028087366746528165,16.94329742,16.94329742,3.16921133,,,,,,,
13:10:49.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,0.745,,,,,,,,,,,,,14.509803921568627,,,,,,,,,,,,,,,,,,,,47,,,,-2,,
13:10:49.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.901960784313726,,,,,,,,14.63156736,,,,,,,,,,,,468.5,27,,,,
13:10:49.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:49.743,,,,,,,,,,,,,,,,,,,,,,,800,,47.25,59.25,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:49.831,,,,,,,,,,,,,,,,,4.096,4.096,4.096,4.096,-0.2,0.74301,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:49.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,775,0,1,509.75,1,0,0,0,0,1,22.25,265.25,0,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:50.139,3,11,90,0,0,12.200000000000001,12,774,0,0,0,1,1,0,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:50.260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,-1.5625,0.028221752245849056,16.775954000000002,16.775954000000002,3.138245,3.90625,,1.6776434721119686,6.563273271884572,,836,0.8,,,0.003538438055555556,209.291243,209.291243,42.439762,57.254901960784316,-0.41000000000000003,0,,797.5765522174182,8.015602449262534,8.015602449262534,7.394586708568252,2622.9982139232657,0.18803143453627233,0.028503969768307547,16.94371354,16.94371354,3.16962745,,,,,,,
13:10:50.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,0.75,,,,,,,,,,,,,16.07843137254902,,,,,,,,,,,,,,,,,,,,47,,,,-11,,
13:10:50.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.392156862745097,,,,,,,,14.63156736,,,,,,,,,,,,470,27,,,,
13:10:50.490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:50.628,,,,,,,,,,,,,,,,,,,,,,,800,,47.25,59.25,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:50.714,,,,,,,,,,,,,,,,,6.5536,6.5536,6.5536,6.5536,-0.2,0.7482200000000001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:50.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1025,16.470588235294116,0,818,1,0,0,0,0,0,42.5,207,0,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:51.024,4.5,25,210,0,0,12.3,12,1058,16.470588235294116,0,1,1,1,1,0,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:51.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,
13:10:51.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,0,0.02893780338353778,16.776670000000003,16.776670000000003,3.138961,3.125,136.3096139153318,2.7261922783066357,10.665403711614038,,1139,1.1,,,0.004061353444444445,209.29176600000002,209.29176600000002,42.440285,63.92156862745098,-0.35000000000000003,2,,817.8129143197442,8.015944556266028,8.015944556266028,7.39627380568251,2052.8136565491386,0.2128615358478632,0.029227181417373158,16.9444367,16.9444367,3.17035061,,,,,,,
13:10:51.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,0.755,,,,,,,,,,,,,16.862745098039216,,,,,,,,,,,,,,,,,,,,47,,,,21.5,,
13:10:51.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.58823529411765,,,,,,,,14.63156736,,,,,,,,,,,,474.5,27,,,,
13:10:51.420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:51.557,,,,,,,,,,,,,,,,,,,,,,,820,,47.25,59.25,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:51.647,,,,,,,,,,,,,,,,,4.9152000000000005,4.9152000000000005,4.9152000000000005,4.9152000000000005,-0.2,0.74301,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:51.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1248,21.176470588235293,0,581.5,1,0,0,0,0,5,159,666.5,1,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:51.955,1.75,1,0,0,0,12.5,12.5,1262,9.803921568627452,5,4,6,5,6,0,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:52.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,0,0.02952330227871899,16.777255000000004,16.777255000000004,3.139546,5.46875,34.640208342763664,2.4248145839934563,9.486354528215271,,1172,1.2,,,0.0057513638333333336,209.29345600000002,209.29345600000002,42.441975,55.294117647058826,-0.43,7,,726.9326022118103,8.016204039293166,8.016204039293166,7.3975610672737,1942.3235686876944,0.29767083853481424,0.02981853530150618,16.945027550000002,16.945027550000002,3.17094146,,,,,,,
13:10:52.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,0.75,,,,,,,,,,,,,14.901960784313726,,,,,,,,,,,,,,,,,,,,47,,,,-4.5,,
13:10:52.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.509803921568627,,,,,,,,14.63156736,,,,,,,,,,,,478.29999999999995,27,,,,
13:10:52.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:52.427,,,,,,,,,,,,,,,,,,,,,,,890,,47.25,59.25,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:52.517,,,,,,,,,,,,,,,,,4.096,4.096,4.096,4.096,-0.2,0.7378,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10:52.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,938,0,0,96,1,0,0,0,0,7,202.25,842,1,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
